"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Zfp622",7.59895425425551e-60,-0.330216259275076,0.258,0.361,1.57701097638565e-55
"Dip2b",8.13244825541585e-60,-0.317138163597509,0.372,0.483,1.68772698644645e-55
"Apbb2",8.17748534013434e-60,-0.298998203022581,0.497,0.611,1.69707353263808e-55
"Pdzd2",1.34142154172818e-59,0.467325021964142,0.602,0.562,2.78385212554849e-55
"Setbp1",3.07607492455497e-59,-0.26632928602587,0.603,0.705,6.38377829092893e-55
"Mon2",4.96537966824679e-59,-0.344697489134609,0.32,0.428,1.03046524255126e-54
"Susd4",7.16105180731656e-59,-0.440974984880339,0.18,0.268,1.48613308157241e-54
"Stard13",9.3328661500541e-59,0.414959692129125,0.592,0.539,1.93684971212073e-54
"Ndufb10",1.4859307583393e-58,-0.344376340648993,0.181,0.273,3.08375210278155e-54
"Sypl1",1.60455321651899e-58,-0.364350868104026,0.209,0.304,3.32992929024187e-54
"Eif2s2",1.71035905290249e-58,-0.32011835425376,0.295,0.403,3.54950814248854e-54
"RragB",2.30133814462212e-58,-0.368194879603869,0.237,0.336,4.77596705153428e-54
"Cpeb2",4.57875996254136e-58,-0.327520346470237,0.381,0.489,9.50230055026209e-54
"Atp6v0c",6.13967425615558e-58,-0.218649400969863,0.492,0.618,1.27416659837997e-53
"Foxp2",1.97478504553719e-57,0.554071128319738,0.618,0.564,4.09827140500334e-53
"Atad2b",3.78077156928647e-57,-0.281115156611848,0.351,0.464,7.84623523774021e-53
"Ncam1",4.05940515400971e-57,-0.161775796015327,0.868,0.914,8.42448351611634e-53
"Stxbp3",4.37299244873392e-57,-0.3687734580589,0.193,0.283,9.0752712288575e-53
"Efna5",4.67899964137692e-57,-0.420835157682966,0.538,0.615,9.71032795574952e-53
"Gnai1",4.88952712492258e-57,-0.345005738604941,0.266,0.369,1.01472356423518e-52
"LOC304725.1",5.21659259530828e-57,0.498395849807834,0.558,0.519,1.08259946130433e-52
"Gabra4",9.04765163337355e-57,0.282364899959793,0.735,0.703,1.87765914347401e-52
"Prnp",1.14414133732685e-56,-0.276902368209071,0.308,0.418,2.3744365173544e-52
"Dnaja1",1.76283953412234e-56,-0.385006543583474,0.202,0.294,3.65842088516408e-52
"Mt-co2",1.90503984457217e-56,-0.394982953519321,0.32,0.421,3.95352918944063e-52
"Ywhag",2.47060659390826e-56,-0.299407752990287,0.24,0.34,5.12724986433781e-52
"Rc3h1",2.73229894943455e-56,-0.363164532359802,0.205,0.296,5.67034000976153e-52
"Hacd2",5.31985423305288e-56,-0.272341956705218,0.198,0.291,1.10402934898546e-51
"Atxn2",1.01018263913024e-55,-0.2836310082233,0.419,0.531,2.09643203098698e-51
"Ublcp1",1.13739504652627e-55,-0.315438833099157,0.233,0.33,2.36043594005597e-51
"Cyria",1.55430946532833e-55,0.514849247479688,0.443,0.384,3.22565843339588e-51
"Map4",2.28772891999954e-55,-0.310295632119989,0.292,0.397,4.74772382767505e-51
"Kcnk2",2.36599729622425e-55,0.434915977546101,0.567,0.511,4.91015418885418e-51
"Pebp1",3.28764106896473e-55,-0.282108518503541,0.242,0.344,6.8228415104225e-51
"Myo6",4.03604947788931e-55,-0.388284863255724,0.179,0.263,8.37601348146368e-51
"Grin2a",4.57950827292221e-55,0.41200603402915,0.62,0.581,9.50385351879546e-51
"Thrb",4.5901696923583e-55,-0.329644014023481,0.35,0.455,9.52597916255117e-51
"Tpt1",5.6153161609237e-55,-0.27617583982736,0.186,0.277,1.16534656287649e-50
"Enox1",6.63140392644701e-55,0.223089054312207,0.838,0.825,1.37621525685555e-50
"Tnrc6a",1.0335758988172e-54,-0.223960629319706,0.646,0.744,2.14498006281533e-50
"Stk39",1.89822750853534e-54,-0.280432188812285,0.398,0.509,3.9393915484634e-50
"Dzip1",6.48630507541637e-54,-0.340363770996336,0.215,0.307,1.34610289230116e-49
"Atxn1",7.01507482663006e-54,0.23674646824163,0.834,0.826,1.45583847877054e-49
"Celf2",7.02382227733995e-54,0.135116532414284,0.971,0.974,1.45765383721636e-49
"Kif21a",7.06376727557186e-54,-0.239723431532786,0.619,0.719,1.46594362269943e-49
"Btbd1",1.4410993787963e-53,-0.333298291397336,0.22,0.313,2.99071354081597e-49
"Tnks2",1.78163742061159e-53,-0.292109035340173,0.34,0.447,3.69743213899523e-49
"Cmip",1.82357196269184e-53,-0.286464330390223,0.383,0.495,3.78445889417437e-49
"Bsg",2.25607931348185e-53,-0.215730915743104,0.268,0.373,4.68204139926888e-49
"Cpd",2.98676769223172e-53,-0.345182438709986,0.179,0.264,6.19843899168848e-49
"Nfxl1",3.42703782548187e-53,-0.406922957803216,0.17,0.253,7.11213159922251e-49
"Dennd4c",5.40487649216346e-53,-0.270915959291711,0.297,0.401,1.12167401841868e-48
"Epha5",6.6231276893593e-53,-0.376378366413016,0.535,0.623,1.37449768937273e-48
"Cap2",6.84169520660628e-53,0.376524587596744,0.614,0.582,1.419857006227e-48
"Cul1",1.0121205199524e-52,-0.272886434286963,0.36,0.469,2.10045371505722e-48
"Ppp2r3a",1.31954275228042e-52,-0.270417996816325,0.348,0.456,2.73844707380756e-48
"Smg5l1",1.3548439787496e-52,-0.35025774389696,0.255,0.35,2.81170770909904e-48
"Atp6ap1l",1.37609066852813e-52,0.42123056372268,0.545,0.491,2.85580096439642e-48
"Wsb1",2.00789989652038e-52,-0.275141860986155,0.408,0.519,4.16699465524875e-48
"Arpc2",2.60241193043132e-52,-0.314168141685006,0.297,0.399,5.40078547922411e-48
"Tmem30a",3.59900376709517e-52,-0.316517571210587,0.221,0.313,7.4690125178526e-48
"Gfpt1",4.15832618283065e-52,-0.334737626725726,0.249,0.344,8.62977432722844e-48
"Gtf2i",5.34048668438159e-52,-0.262475499963142,0.48,0.586,1.10831120160971e-47
"Slc8a3",6.00293687226486e-52,-0.286812179040006,0.318,0.422,1.24578948910113e-47
"Pcmtd2",8.82532438203333e-52,-0.294146441421904,0.343,0.45,1.83151956900338e-47
"Dnajc6",9.38448926025789e-52,-0.254929952581552,0.539,0.641,1.94756305618132e-47
"Arhgap12",1.15567131994713e-51,-0.278474954272313,0.235,0.33,2.39836469028628e-47
"Kpna4",1.54695118991871e-51,-0.290930880368607,0.355,0.461,3.21038780443829e-47
"Ptn",1.71977571070172e-51,-0.318685121188901,0.296,0.394,3.56905053241928e-47
"Kcna4",1.83234895567471e-51,0.388774503342981,0.538,0.479,3.80267378771173e-47
"Erbin",2.03244537770581e-51,-0.286153003733488,0.317,0.421,4.21793389235286e-47
"Prkar1a",2.72195211661015e-51,-0.325255043698382,0.198,0.285,5.64886722760105e-47
"Snx2",4.01575751477625e-51,-0.315675158338759,0.204,0.292,8.33390157041515e-47
"Srgap1",4.52695551457896e-51,-0.31228279790234,0.382,0.487,9.39479077940572e-47
"Arhgap39",9.76468570646044e-51,-0.34914458355684,0.343,0.443,2.02646522466174e-46
"LOC103690870",1.13829267357287e-50,-0.270758639801318,0.499,0.602,2.36229878546578e-46
"Tnrc6c",1.48022246917178e-50,-0.205086768640355,0.728,0.811,3.07190569027219e-46
"Hspa9",1.61449441548005e-50,-0.332128243581775,0.18,0.264,3.35056026044575e-46
"Cmtr1",1.81530424183661e-50,-0.335174727743441,0.18,0.264,3.76730089308351e-46
"LOC108351137",2.38544763351015e-50,-0.192624541349598,0.334,0.449,4.95051947382362e-46
"P3h3",2.46076210087184e-50,-0.296997535429537,0.366,0.472,5.10681958793934e-46
"Tspan3",2.51289680441823e-50,-0.270410360558031,0.269,0.368,5.21501473820915e-46
"Sgk1",2.65259180901096e-50,0.481816525031955,0.465,0.406,5.50492378124044e-46
"Prkch",2.7350763234606e-50,0.577167770353421,0.362,0.298,5.67610389407779e-46
"Lrrfip1",4.16771346045719e-50,-0.351830879278098,0.291,0.388,8.64925574448681e-46
"Ttc3",5.44650190381246e-50,-0.14786946084895,0.933,0.959,1.1303125400982e-45
"Kif2a",5.49046817397285e-50,-0.253429440400433,0.341,0.447,1.13943686014459e-45
"Ell2",7.90584255826948e-50,-0.338637784134115,0.272,0.366,1.64069950611766e-45
"Eif4g3",8.71452188903279e-50,-0.23749210408356,0.594,0.69,1.80852472763098e-45
"Nhs",1.56927954282195e-49,-0.289422494317299,0.32,0.42,3.2567258352184e-45
"Ppp1r9a",1.91635334972505e-49,0.260896864733999,0.757,0.746,3.97700810668439e-45
"Spire1",2.00959800827549e-49,-0.240983426105595,0.382,0.49,4.17051874657412e-45
"Tcf12",2.05261545035969e-49,-0.203560714775211,0.709,0.783,4.25979284413147e-45
"Hnrnpk",2.30562355457366e-49,-0.324880492058961,0.171,0.252,4.78486056280671e-45
"Sgsm1",2.86398221209545e-49,-0.329891476648826,0.215,0.304,5.9436222847617e-45
"Rnf180",3.19724912505967e-49,-0.335551254806449,0.25,0.341,6.63525110923634e-45
"Magi1",9.09547082983651e-49,-0.282397296748362,0.541,0.631,1.88758306131597e-44
"Ablim2",1.17388609719286e-48,0.366567289951618,0.615,0.579,2.43616581750433e-44
"Ddx3",1.39114599201171e-48,-0.365296454609224,0.177,0.257,2.88704527722189e-44
"Cask",1.46224235473032e-48,-0.283763373808372,0.507,0.605,3.03459155877184e-44
"Fry",1.92946516068519e-48,0.266823571854399,0.752,0.728,4.00421904796998e-44
"Sipa1l1",2.34607366698028e-48,0.226135772738501,0.836,0.83,4.86880668108418e-44
"Rnf13",3.13350332111475e-48,-0.279058662131709,0.329,0.428,6.50295944230944e-44
"Rps6ka3",5.10339596038195e-48,0.330597804598489,0.613,0.57,1.05910776365807e-43
"Stmn3",5.33970303542798e-48,-0.17848780490919,0.347,0.459,1.10814857094237e-43
"Mboat2",5.85903183362901e-48,-0.289954516387949,0.298,0.395,1.21592487643303e-43
"Kcnip2",1.47540424328245e-47,0.336099472479376,0.654,0.621,3.06190642608408e-43
"Cdk13",1.96345783604667e-47,-0.218735936263534,0.58,0.684,4.07476404714766e-43
"Hmgn3",2.05879621685065e-47,-0.359830057093634,0.184,0.264,4.27261978883015e-43
"Robo2",2.49986983140156e-47,0.20838407584172,0.846,0.815,5.18797986110765e-43
"Gse1",2.77595292011898e-47,-0.313472163054667,0.297,0.393,5.76093509512291e-43
"Zfp326",3.45113363236629e-47,-0.272984259945083,0.231,0.32,7.16213762724977e-43
"Pak3",4.77500343581094e-47,-0.339202470784298,0.353,0.45,9.90956463033843e-43
"Map2k4",4.79080508428563e-47,-0.237723129535645,0.568,0.665,9.94235779141797e-43
"Rgs7bp",5.299255834468e-47,0.271885652357683,0.68,0.636,1.09975456332714e-42
"Pip4k2a",6.30461483454062e-47,-0.329266565391664,0.222,0.309,1.30839671661221e-42
"Tmem117",6.77261241168541e-47,-0.278723270467546,0.293,0.39,1.40552025379707e-42
"Epb41l3",7.3937074014929e-47,-0.248150500300854,0.338,0.438,1.53441609703182e-42
"Stxbp5",7.58673288171779e-47,-0.27069170927488,0.419,0.522,1.57447467494289e-42
"Uchl1",8.10179054819443e-47,-0.238284351751511,0.524,0.629,1.68136459246679e-42
"Camk4",8.51377759417799e-47,0.300600115346099,0.698,0.669,1.76686426411976e-42
"Fxr1",1.52423476331237e-46,-0.23082170402376,0.421,0.529,3.16324440430217e-42
"Dicer1",1.63470541926501e-46,-0.327502602176359,0.218,0.304,3.39250415660067e-42
"Iars1",1.84712980205225e-46,-0.306324326386619,0.182,0.262,3.83334847819903e-42
"Cep120",1.848811536081e-46,-0.310858766294926,0.238,0.327,3.8368385808289e-42
"Tubb2a",2.19791274843982e-46,-0.253930436800573,0.232,0.324,4.56132832683716e-42
"Plekha1",2.60556340454462e-46,-0.24370786981774,0.259,0.353,5.40732573345145e-42
"Atp8a1",2.97593818313989e-46,0.247342740033409,0.79,0.765,6.17596451147022e-42
"Snca",5.13777633660844e-46,0.373389622227587,0.535,0.484,1.06624272313635e-41
"RGD1308134",5.23915175366007e-46,-0.1859087424438,0.324,0.43,1.08728116343707e-41
"Wdfy3",8.47478432221874e-46,-0.227760612157945,0.491,0.597,1.75877199039006e-41
"Pex5l",8.79437392590642e-46,-0.274722308891749,0.485,0.571,1.82509642084336e-41
"Clasp1",9.53424304570324e-46,-0.258920735975809,0.405,0.51,1.97864145927479e-41
"Sos1",1.05686916584896e-45,-0.285243649505761,0.31,0.406,2.19332057988634e-41
"Ccnl1",1.1581696927147e-45,-0.29228696126721,0.261,0.353,2.40354956329083e-41
"Lin7a",1.5548653475421e-45,-0.351971396600179,0.282,0.37,3.22681205575412e-41
"Pabpn1",1.64885597667086e-45,-0.230977737754198,0.482,0.585,3.42187080838504e-41
"Senp6",1.72843472038503e-45,-0.224402110618006,0.529,0.632,3.58702057521505e-41
"Frmd5",1.76364335577496e-45,-0.219865742601483,0.77,0.827,3.66008905623978e-41
"Hs3st4",1.94872936839827e-45,0.373970755839415,0.643,0.628,4.04419805823693e-41
"Acsl3",1.96820480260971e-45,-0.269143214546434,0.312,0.411,4.08461542685594e-41
"Fdps",2.04895988323719e-45,-0.285983143957503,0.184,0.264,4.25220644568214e-41
"Sccpdh",2.43457603528419e-45,-0.337735717598179,0.205,0.287,5.05247564602529e-41
"Wdr82",2.51040574603399e-45,-0.239816397927702,0.204,0.29,5.20984504474435e-41
"Chd1",3.56482488662232e-45,-0.333238960313367,0.2,0.28,7.3980810872073e-41
"Tpr",3.57342954815141e-45,-0.257845088950953,0.278,0.373,7.41593834127862e-41
"Diaph2",3.93030493663665e-45,0.371280277258274,0.652,0.64,8.15656183500203e-41
"Wac",5.99431972397631e-45,-0.214783859928835,0.514,0.615,1.2440011723168e-40
"Ctr9",6.49550264834798e-45,-0.30896576901256,0.205,0.287,1.34801166461166e-40
"Ppp6r3",6.88544405873223e-45,-0.238491078629842,0.34,0.44,1.4289362055087e-40
"Mdga2",1.04777448568279e-44,-0.173746600583307,0.983,0.991,2.1744463901375e-40
"Suco",1.08660768480478e-44,-0.248372261445935,0.339,0.439,2.25503692827536e-40
"Nr3c1",1.20397527260185e-44,-0.232778774359796,0.492,0.593,2.49860988323062e-40
"Phyhipl",1.27860996258771e-44,-0.312125700512639,0.208,0.291,2.65349925535828e-40
"Kpna5",1.50162959567881e-44,-0.271652594082957,0.233,0.32,3.11633189991223e-40
"Sacm1l",1.72711283036261e-44,-0.278942697268488,0.298,0.392,3.58427725685153e-40
"Sys1",1.77972938677869e-44,-0.288218313749278,0.178,0.256,3.69347239638181e-40
"Cdc37l1",2.303897992224e-44,-0.230466678310854,0.44,0.546,4.78127950326246e-40
"Dld",2.58085003295811e-44,-0.321249037072343,0.184,0.261,5.35603807339797e-40
"Ube2d3",2.79088651525873e-44,-0.260691881122978,0.349,0.45,5.79192678511644e-40
"Sh3rf3",2.91681948130949e-44,-0.318491207249786,0.387,0.479,6.05327546956158e-40
"Osbpl8",3.27703391028561e-44,0.23857884423288,0.764,0.741,6.80082847401573e-40
"Kif1a",3.42086276244332e-44,-0.264504340378694,0.3,0.394,7.09931649089863e-40
"Lrrfip2",3.43226468231854e-44,-0.251788006366614,0.292,0.387,7.12297889521567e-40
"Lpcat2",4.57734683572358e-44,0.600525800414126,0.358,0.303,9.49936788817714e-40
"Scaf11",5.58639527480614e-44,-0.30942099268446,0.182,0.259,1.15934461138052e-39
"Stxbp5l",6.64388644243936e-44,0.189800954831094,0.865,0.85,1.37880575339944e-39
"Anapc4",7.68067906456985e-44,-0.292867467581115,0.241,0.328,1.59397132627018e-39
"Spock1",8.27209869766698e-44,-0.236570887846223,0.381,0.472,1.71670864272683e-39
"Srebf2",8.59162520623087e-44,-0.323293507950637,0.23,0.314,1.78301997904909e-39
"Fndc3a",1.0377234498106e-43,-0.240193491383314,0.439,0.54,2.15358747539195e-39
"Mia3",1.4424678130687e-43,-0.297148085487189,0.226,0.311,2.99355345246148e-39
"Ythdc1",1.95681730611185e-43,-0.220932173424447,0.387,0.492,4.06098295537392e-39
"Fryl",1.99328941651892e-43,-0.254150584516069,0.356,0.454,4.13667352610171e-39
"AABR07026291.1",2.00522348923651e-43,-0.233720270823845,0.391,0.493,4.16144030721254e-39
"Bex1",2.01633530463716e-43,-0.27971110304296,0.185,0.264,4.18450065771349e-39
"Tcf4",2.28861353879445e-43,-0.212702921052834,0.43,0.521,4.74955967706013e-39
"Kcnma1",2.7293654434198e-43,0.18452624217902,0.894,0.893,5.6642521047291e-39
"Xpo1",2.85905438990382e-43,-0.304022067539133,0.18,0.257,5.9333955753674e-39
"Kansl3",3.11206417093791e-43,-0.308851870631488,0.179,0.256,6.45846677394745e-39
"Slc25a4",3.21369869206434e-43,-0.195218496981639,0.25,0.343,6.66938889564113e-39
"Dlg1",3.90711531631256e-43,0.238932324334225,0.798,0.789,8.10843641594345e-39
"Canx",4.25055384586884e-43,-0.276821557885279,0.239,0.325,8.82117439633161e-39
"Spast",4.48901799481088e-43,-0.256720345166799,0.263,0.354,9.31605904463102e-39
"Rab40c",4.68204191896154e-43,-0.279128031233914,0.214,0.297,9.71664159442088e-39
"Rab8b",4.69204579490345e-43,-0.296826133829533,0.201,0.282,9.73740263816313e-39
"Atp1a1",5.40042466972661e-43,-0.253511477733175,0.185,0.264,1.12075013170836e-38
"Kif5c",6.16880058851569e-43,-0.226317004441243,0.48,0.583,1.28021118613466e-38
"Ate1",7.33825524755768e-43,-0.228623845296334,0.481,0.581,1.52290811152565e-38
"Msra",8.7437526857649e-43,0.486950875623871,0.457,0.411,1.81459099487679e-38
"Dcaf8",1.23065641603825e-42,-0.216281258025446,0.311,0.409,2.55398126020417e-38
"Arf4",1.27021335176166e-42,-0.304318564874379,0.209,0.291,2.63607376891098e-38
"Wnk1",1.3540887792509e-42,-0.20051187252888,0.55,0.65,2.8101404435794e-38
"Arap2",1.52049819336756e-42,-0.298619359074614,0.223,0.305,3.15548990069569e-38
"Ppp2r2d",1.96579191933141e-42,-0.257008394603789,0.217,0.3,4.07960797018848e-38
"Csnk1d",2.09558248030943e-42,-0.233843854067874,0.27,0.362,4.34896232138616e-38
"ENSRNOG00000066023",2.27654339408185e-42,-0.234051456768381,0.297,0.392,4.72451050573805e-38
"Spag9",2.46756146746912e-42,-0.194207375876332,0.587,0.687,5.12093031343867e-38
"Neo1",2.47057943752798e-42,-0.238100956216336,0.42,0.521,5.12719350670182e-38
"Dlgap1",3.97410919470208e-42,-0.189780049955457,0.634,0.702,8.24746881176523e-38
"Htr2c",5.39357137839392e-42,0.385609007283843,0.627,0.601,1.11932786815809e-37
"Mpp7",6.16825528002697e-42,0.291578451883731,0.599,0.545,1.280098018264e-37
"Wwp1",6.43086596366086e-42,-0.224658247595962,0.346,0.445,1.33459761343854e-37
"Ldlrad4",8.19044399042082e-42,-0.180410087691588,0.554,0.659,1.69976284133203e-37
"Tmpo",8.7243224208104e-42,-0.200699198280988,0.358,0.461,1.81055863199078e-37
"Tsc22d2",9.08628688101663e-42,-0.289116435386914,0.253,0.339,1.88567711641738e-37
"Ptk2",9.23663666771338e-42,0.262280990160901,0.73,0.713,1.91687920765056e-37
"Cct6a",9.44741859207066e-42,-0.257293807564552,0.201,0.282,1.96062278041242e-37
"Arhgef3",9.6938491901478e-42,-0.371323601347852,0.186,0.26,2.01176452243137e-37
"Fam184a",1.283078732868e-41,-0.233328497190937,0.324,0.419,2.66277329432095e-37
"AABR07007032.1",1.37429622668405e-41,0.414670525969268,0.498,0.455,2.85207695923741e-37
"Sgk3",1.40862829555025e-41,0.531878682135905,0.363,0.308,2.92332630175542e-37
"Atp5f1a",1.63668830487041e-41,-0.212648182193722,0.23,0.316,3.39661923909756e-37
"Ergic1",1.64549267666825e-41,-0.282669133214295,0.201,0.279,3.41489095188961e-37
"Eml4",1.79469396831699e-41,-0.233008940237343,0.452,0.555,3.72452839244824e-37
"Zfand5",1.84859498830965e-41,-0.299175287773771,0.209,0.289,3.83638917923902e-37
"Brinp3",1.9456417654247e-41,-0.337769217117387,0.43,0.519,4.03779035578589e-37
"Atp2c1",2.15687032409439e-41,-0.227762825777146,0.431,0.535,4.4761529835931e-37
"Cab39l",2.80752898607301e-41,-0.237882897205069,0.313,0.407,5.82646490479731e-37
"Trpc1",2.88150166589278e-41,-0.258521514365362,0.295,0.387,5.97998040722729e-37
"Sqstm1",3.59996248599699e-41,-0.233042064003291,0.296,0.389,7.47100214718955e-37
"Erlec1",4.16115690843169e-41,-0.278555572444564,0.222,0.305,8.63564893206829e-37
"Pced1b",4.32310721632258e-41,-0.260541785245753,0.239,0.323,8.97174440603424e-37
"Spon1",5.03920918236477e-41,-0.259343166083059,0.222,0.302,1.04578708161616e-36
"Wasl",6.01905082095591e-41,-0.300371980249935,0.362,0.454,1.24913361687298e-36
"Trpc4ap",6.46477312382626e-41,-0.21709087136203,0.301,0.396,1.34163436638766e-36
"Rab3a",6.7426723483764e-41,-0.206499269785998,0.188,0.267,1.39930679245855e-36
"Osbpl9",8.10671670811503e-41,-0.251293193337298,0.381,0.478,1.68238691843511e-36
"Mgat5",9.14315320191336e-41,-0.259006742476745,0.262,0.349,1.89747858399308e-36
"Ctdspl",1.06990773859984e-40,0.311686760418368,0.641,0.619,2.22037952991624e-36
"Parn",1.0917500197907e-40,-0.302616834264125,0.193,0.27,2.26570881607164e-36
"Zswim6",1.11996663395547e-40,0.270462079277925,0.731,0.692,2.32426675544779e-36
"Unc79",1.24817546574802e-40,0.14331321899659,0.923,0.926,2.59033854406687e-36
"Galnt17",1.31374041867602e-40,-0.179718352267372,0.379,0.479,2.72640549087835e-36
"Asxl1",1.41749925867024e-40,-0.218849557882703,0.473,0.576,2.94173621151834e-36
"Phlpp1",1.43029652818455e-40,-0.279933618790461,0.496,0.579,2.96829438494141e-36
"Ubqln1",1.84137889167263e-40,-0.286650019748405,0.211,0.29,3.82141361388822e-36
"Fat1",1.93799159588759e-40,0.634354848588799,0.291,0.235,4.02191395894552e-36
"Smad3",2.37681354001103e-40,0.553599132757651,0.376,0.324,4.93260113958489e-36
"Gprasp1",2.56275089547444e-40,-0.237592647688512,0.364,0.461,5.3184769333781e-36
"Grin1",2.77634437609922e-40,0.255127641856344,0.79,0.781,5.76174748371871e-36
"Dcun1d5",2.86574995130238e-40,-0.268751609498926,0.206,0.284,5.94729087393782e-36
"Lrrc4c",3.43791864981755e-40,0.193992180346068,0.9,0.892,7.13471257396636e-36
"Nop58",4.23595804025082e-40,-0.250389082492808,0.334,0.427,8.79088372093253e-36
"Cyth1",5.09566561599275e-40,-0.270636976535955,0.214,0.293,1.05750348528697e-35
"Zfand6",6.48600240703009e-40,-0.264152476695656,0.278,0.366,1.34604007953095e-35
"Sik2",8.03811366640005e-40,-0.240628857687733,0.374,0.467,1.668149729188e-35
"Phf14",8.70330031983641e-40,-0.171665984670401,0.648,0.738,1.80619591537565e-35
"Rab28",9.6379785976101e-40,-0.222159204293196,0.338,0.432,2.00016969836202e-35
"Cpne5",9.721954571901e-40,0.435264931078472,0.438,0.39,2.01759723230662e-35
"Herc2",1.03406452147033e-39,-0.208135054249505,0.524,0.625,2.14599410140738e-35
"Srsf7",1.13789247997833e-39,-0.185670756953725,0.443,0.544,2.36146826369903e-35
"Epb41l4b",1.14735900784217e-39,-0.18931391894862,0.311,0.408,2.38111414897486e-35
"Camk2b",1.21602403194027e-39,0.295901932798038,0.656,0.633,2.52361467348565e-35
"Thsd7a",1.2673858443036e-39,-0.23168788723545,0.535,0.623,2.63020584268326e-35
"Gap43",1.33496670998096e-39,-0.227448267033322,0.34,0.435,2.77045641322349e-35
"Tex2",1.38923378704629e-39,-0.250713335634154,0.295,0.386,2.88307687825716e-35
"Tmem178b",1.44090660996535e-39,-0.160313575536485,0.829,0.881,2.99031348766108e-35
"Sh3rf2",1.47624365892317e-39,0.583799745482624,0.325,0.27,3.06364846536325e-35
"Ppp1r1b",1.56865390238088e-39,0.431726422817226,0.445,0.391,3.25542744361104e-35
"Adcy9",1.66697427713842e-39,0.316829383355474,0.649,0.638,3.45947171734536e-35
"Ssbp2",2.08197137772827e-39,0.208292765797042,0.822,0.809,4.32071520019947e-35
"Camk1d",2.19962990463279e-39,0.289194661203139,0.673,0.65,4.56489194108443e-35
"Rbm3",3.06471418222145e-39,-0.246762174448986,0.196,0.273,6.36020134236417e-35
"Cacna1e",3.12013170710739e-39,0.164639810246533,0.872,0.865,6.47520933175997e-35
"Ociad1",3.21201477118751e-39,-0.195715769432367,0.276,0.366,6.66589425464543e-35
"Lamp1",3.24923726192755e-39,-0.244306001867993,0.205,0.283,6.74314208967825e-35
"Dnm2",3.78146393072867e-39,-0.239002379400607,0.207,0.286,7.84767209544121e-35
"Fut9",4.21804009349614e-39,0.301229560255617,0.683,0.67,8.75369860603255e-35
"Syt1",4.23496930104623e-39,0.110383853505527,0.98,0.984,8.78883179046124e-35
"Cbarp",4.25564020088141e-39,-0.266388268020507,0.207,0.284,8.83173010888919e-35
"Prp2l1",4.37472221665341e-39,0.457799054834182,0.451,0.412,9.07886101622083e-35
"Cct4",5.17063888762298e-39,-0.243220929909537,0.199,0.276,1.0730626883484e-34
"Ube2e3",5.34329071307979e-39,-0.251436859978874,0.194,0.27,1.10889312168545e-34
"Tssc4",5.49068867566307e-39,-0.202115865835036,0.237,0.321,1.13948262086036e-34
"Luzp1",6.42164400485741e-39,-0.262004445227383,0.215,0.293,1.33268378032806e-34
"Eif2ak4",6.85640604689517e-39,-0.245093435264913,0.22,0.3,1.42290994691215e-34
"Hsd17b4",7.59191756842487e-39,-0.260373567425252,0.183,0.257,1.57555065297521e-34
"Macroh2a1",8.89207720378212e-39,-0.249362957655804,0.207,0.285,1.8453727821009e-34
"Luc7l3",9.03354547613074e-39,-0.181606296881921,0.55,0.652,1.87473169266141e-34
"Slc44a1",1.16774045406051e-38,-0.220215263910751,0.421,0.514,2.42341176431177e-34
"Rap1a",1.18320810412285e-38,-0.245829299146739,0.282,0.369,2.45551177848615e-34
"Megf9",1.37268708104568e-38,-0.244824894982084,0.32,0.41,2.8487374992941e-34
"Rbfox3",1.42114105434948e-38,0.292839360416248,0.687,0.678,2.94929403009148e-34
"Aff4",1.42901020287851e-38,-0.236021990606756,0.462,0.556,2.96562487403378e-34
"Cox6a1",1.6504402767846e-38,-0.152422086516224,0.308,0.405,3.42515870641108e-34
"Poln",2.42756627057267e-38,-0.26381967193043,0.243,0.325,5.03792828131947e-34
"Erc1",2.44763297978752e-38,-0.21588171726409,0.434,0.53,5.07957272295304e-34
"ENSRNOG00000063145",2.67974888758046e-38,-0.2890599821854,0.204,0.28,5.56128286639573e-34
"Limch1",2.86355007729007e-38,-0.198012640243596,0.485,0.58,5.94272547540008e-34
"Hook1",3.03573701304615e-38,-0.267343744125439,0.267,0.352,6.30006502317467e-34
"Cdh6",3.06864270319843e-38,-0.289013830615474,0.201,0.277,6.36835420194769e-34
"Bend5",3.09868155068043e-38,-0.224654248986106,0.717,0.776,6.4306938221271e-34
"Akap5",3.22005504908883e-38,0.542483389209941,0.364,0.314,6.68258024337404e-34
"Arid5b",3.29091519940143e-38,-0.254855749724322,0.241,0.324,6.82963631331779e-34
"Zfyve28",4.7113588558019e-38,0.39763541628948,0.493,0.456,9.77748303344568e-34
"Bckdhb",4.88417051344568e-38,-0.249022537681925,0.216,0.295,1.01361190665538e-33
"Lmbrd1",5.81833709794396e-38,-0.260101216058426,0.283,0.368,1.20747949793631e-33
"Cstf2",6.67203587682046e-38,-0.226059578944181,0.256,0.342,1.38464760551655e-33
"Uba6",7.39067070847564e-38,-0.225953092858006,0.327,0.42,1.53378589212995e-33
"Tmem164",8.03558831880447e-38,0.480756396715917,0.41,0.362,1.66762564380149e-33
"Rabac1",8.4556544130066e-38,-0.182955588851039,0.385,0.488,1.75480196033126e-33
"Dok6",8.53279019530165e-38,0.189537098456581,0.843,0.84,1.77080994923095e-33
